248181-001,DGA-999101912-SP,Centre de services partagés du Québec- Direction générale des acquisitions (DGACQ),Réalisation de divers projets en relations publiques pour les organismes publics,"S15 - Services de communication, de photographie, de cartographie, d'impression et de publication",80141602,2008-11-11 00:00,Cabinet de relations publiques NATIONAL,Montréal,QC,CAN,1164148687,150000.0,0,0,0,0,0,150000.0
248181-002,DGA-999101912-SP,Centre de services partagés du Québec- Direction générale des acquisitions (DGACQ),Réalisation de divers projets en relations publiques pour les organismes publics,"S15 - Services de communication, de photographie, de cartographie, d'impression et de publication",80141602,2008-11-11 00:00,Enigma communications inc.,Montréal,QC,CAN,,200000.0,0,0,0,0,0,200000.0
248181-003,DGA-999101912-SP,Centre de services partagés du Québec- Direction générale des acquisitions (DGACQ),Réalisation de divers projets en relations publiques pour les organismes publics,"S15 - Services de communication, de photographie, de cartographie, d'impression et de publication",80141602,2008-11-11 00:00,Octane Stratégies inc.,Montréal,QC,CAN,1168783687,250000.0,0,0,0,0,0,250000.0
248960,0809-041A,Commission scolaire de Saint-Hyacinthe,Services professionnels réfection de la toiture à la Polyvalente Robert-Ouimet,S3 - Services d'architecture et d'ingénierie,81201500,2008-11-14 00:00,Duclos Fournier architectes,Saint-Hyacinthe,QC,CAN,,33900.0,33900.0,4979.66,0,0,0,4979.66
248966,0809-039A,Commission scolaire de Saint-Hyacinthe,Services professionnels Réfection de la toiture du Pavillon Sacré-Coeur à Saint-Hyacinthe,S3 - Services d'architecture et d'ingénierie,81201500,2008-12-02 00:00,Francis Lussier architecte,Saint-Hyacinthe,QC,CAN,1168519511,21800.0,21800.0,15658.67,0,0,0,15658.67
248968,0809-043A,Commission scolaire de Saint-Hyacinthe,Services professionnels Remplacement des portes et fenêtres à l'école Saint-Pierre,S3 - Services d'architecture et d'ingénierie,81201500,2009-01-29 00:00,ABCP architecture,Saint-Hyacinthe,QC,CAN,,19900.0,19900.0,1718.04,0,0,0,1718.04
250323-001,AO-2008-107,Le Collège Montmorency,Services professionnels en architecture et ingénierie,S3 - Services d'architecture et d'ingénierie,81201500,2009-06-16 00:00,MLC Associés Inc,Laval,QC,CAN,1148027114,202785.0,0,0,0,0,0,202785.0
250323-002,AO-2008-107,Le Collège Montmorency,Services professionnels en architecture et ingénierie,S3 - Services d'architecture et d'ingénierie,81201500,2009-06-16 00:00,Dessau,Laval,QC,CAN,1142720136,336428.0,0,0,0,0,0,336428.0
250323-003,AO-2008-107,Le Collège Montmorency,Services professionnels en architecture et ingénierie,S3 - Services d'architecture et d'ingénierie,81201500,2009-06-16 00:00,Bisson Fortin architecture + design inc.,Laval,QC,CAN,1149257124,572076.56,0,0,0,0,0,572076.56
251560,0708-063A,Commission scolaire de Saint-Hyacinthe,Remplacement des portes et fenêtres à l'école Saint-Jean-Baptiste,C03 - Autres travaux de construction,30170000,2009-01-22 00:00,Le Groupe Drumco Construction inc.,Drummondville,QC,CAN,1165510067,335259.0,335259.0,328830.0,0,0,0,328830.0
253380-001,CSSSL-1116-2008,CSSS  de Laval,Ensemble d'endoscopes flexibles,G21 - Fourniture et équipement médicaux et produits pharmaceutiques,42294802,2009-02-17 00:00,Stryker Canada LP,Hamilton,ON,CAN,3369757722,29350.0,0,0,0,0,0,29350.0
253380-002,CSSSL-1116-2008,CSSS  de Laval,Ensemble d'endoscopes flexibles,G21 - Fourniture et équipement médicaux et produits pharmaceutiques,42294802,2009-02-17 00:00,Olympus Canada Inc,Richmond Hill,ON,CAN,1163495170,104870.0,0,0,0,0,0,104870.0
253380-003,CSSSL-1116-2008,CSSS  de Laval,Ensemble d'endoscopes flexibles,G21 - Fourniture et équipement médicaux et produits pharmaceutiques,42294802,2009-02-17 00:00,RPM,Saint-Lazare,QC,CAN,,188745.0,0,0,0,0,0,188745.0
254720-001,DGA-999101667-SP,Centre de services partagés du Québec- Direction générale des acquisitions (DGACQ),Concevoir et développer divers projets de design graphique pour les organismes publics,"S15 - Services de communication, de photographie, de cartographie, d'impression et de publication",82140000,2009-04-29 00:00,Les Dompteurs de souris,Québec,QC,CAN,,450000.0,0,0,0,0,0,450000.0
254720-002,DGA-999101667-SP,Centre de services partagés du Québec- Direction générale des acquisitions (DGACQ),Concevoir et développer divers projets de design graphique pour les organismes publics,"S15 - Services de communication, de photographie, de cartographie, d'impression et de publication",82140000,2009-04-29 00:00,Communication CGCOM,Montréal,QC,CAN,1142635326,850000.0,0,0,0,0,0,850000.0
254720-003,DGA-999101667-SP,Centre de services partagés du Québec- Direction générale des acquisitions (DGACQ),Concevoir et développer divers projets de design graphique pour les organismes publics,"S15 - Services de communication, de photographie, de cartographie, d'impression et de publication",82140000,2009-04-29 00:00,Triamedia,Terrebonne,QC,CAN,1148160519,300000.0,0,0,0,0,0,300000.0
255504-001,DGA-999102171-SP,Centre de services partagés du Québec- Direction générale des acquisitions (DGACQ),Services professionnels d'ingénierie en support au déploiement du Réseau national intégré de radiocommunication (RENIR),S3 - Services d'architecture et d'ingénierie,81101700,2009-01-29 00:00,Dessau,Montréal,QC,CAN,1142720136,2.0,0,0,0,0,0,2.0
255504-002,DGA-999102171-SP,Centre de services partagés du Québec- Direction générale des acquisitions (DGACQ),Services professionnels d'ingénierie en support au déploiement du Réseau national intégré de radiocommunication (RENIR),S3 - Services d'architecture et d'ingénierie,81101700,2009-01-29 00:00,Pierre Lebel et associés inc.,Montréal,QC,CAN,1141508672,1.0,0,0,0,0,0,1.0
255504-003,DGA-999102171-SP,Centre de services partagés du Québec- Direction générale des acquisitions (DGACQ),Services professionnels d'ingénierie en support au déploiement du Réseau national intégré de radiocommunication (RENIR),S3 - Services d'architecture et d'ingénierie,81101700,2009-01-29 00:00,Yves R. Hamel et Associés Inc.,Montréal,QC,CAN,,3.0,0,0,0,0,0,3.0
255633-001,2008-2083,Institut universitaire de cardiologie et de pneumologie de Québec,Produits Radio-pharmaceutiques ,G21 - Fourniture et équipement médicaux et produits pharmaceutiques,23151823,2009-02-11 00:00,Covidien Canada ULC,Pointe-Claire,QC,CAN,1168728104,20000.0,0,0,0,0,0,20000.0
255633-002,2008-2083,Institut universitaire de cardiologie et de pneumologie de Québec,Produits Radio-pharmaceutiques ,G21 - Fourniture et équipement médicaux et produits pharmaceutiques,23151823,2009-02-11 00:00,Lantheus MI Canada Inc.,Montréal,QC,CAN,1164892904,560000.0,0,0,0,0,0,560000.0
255633-003,2008-2083,Institut universitaire de cardiologie et de pneumologie de Québec,Produits Radio-pharmaceutiques ,G21 - Fourniture et équipement médicaux et produits pharmaceutiques,23151823,2009-02-11 00:00,Isologic Innovative Radiopharmaceuticals,Montréal,QC,CAN,1169901288,20000.0,0,0,0,0,0,20000.0
256007-001,08-318-2,Centre Hospitalier de l'Université de Montréal. CHUM,Fournitures diagnostiques et thérapeutiques pour les services de médecine nucléaire,G21 - Fourniture et équipement médicaux et produits pharmaceutiques,51212300,2009-03-17 00:00,Covidien Canada ULC,Pointe-Claire,QC,CAN,1168728104,15120.0,0,0,0,0,0,15120.0
256007-002,08-318-2,Centre Hospitalier de l'Université de Montréal. CHUM,Fournitures diagnostiques et thérapeutiques pour les services de médecine nucléaire,G21 - Fourniture et équipement médicaux et produits pharmaceutiques,51212300,2009-03-17 00:00,Lantheus MI Canada Inc.,Montréal,QC,CAN,1164892904,726346.0,0,0,0,0,0,726346.0
256007-003,08-318-2,Centre Hospitalier de l'Université de Montréal. CHUM,Fournitures diagnostiques et thérapeutiques pour les services de médecine nucléaire,G21 - Fourniture et équipement médicaux et produits pharmaceutiques,51212300,2009-03-17 00:00,Isologic Innovative Radiopharmaceuticals,Montréal,QC,CAN,1169901288,2341972.0,0,0,0,0,0,2341972.0
256525-001,2903,Centre intégré universitaire de santé et de services sociaux du Saguenay - Lac-Saint-Jean (Hôpital de Chicoutimi),"ARTICLES DE QUINCAILLERIE, MATÉRIAUX DE CONSTRUCTION ET PEINTURE",G6 - Matériaux de construction,31160000,2009-01-28 00:00,Produits BCM LTEE,Saguenay,QC,CAN,1141974783,62500.0,0,0,0,0,0,62500.0
256525-002,2903,Centre intégré universitaire de santé et de services sociaux du Saguenay - Lac-Saint-Jean (Hôpital de Chicoutimi),"ARTICLES DE QUINCAILLERIE, MATÉRIAUX DE CONSTRUCTION ET PEINTURE",G6 - Matériaux de construction,31160000,2009-01-28 00:00,Canac-Marquis Grenier.,Québec,QC,CAN,,125000.0,0,0,0,0,0,125000.0
256525-003,2903,Centre intégré universitaire de santé et de services sociaux du Saguenay - Lac-Saint-Jean (Hôpital de Chicoutimi),"ARTICLES DE QUINCAILLERIE, MATÉRIAUX DE CONSTRUCTION ET PEINTURE",G6 - Matériaux de construction,31160000,2009-01-28 00:00,PEINTURE MF.INC,QUÉBEC,QC,CAN,,62500.0,0,0,0,0,0,62500.0
256586-001,DGA-999102110-L,Centre de services partagés du Québec- Direction générale des acquisitions (DGACQ),Revendeurs secondaires pour le contrat Passeport Avantage IBM gouvernemental,G8 - Matériel et logiciel informatique,43230000,2009-01-26 00:00,Compugen inc (Québec),Québec,QC,CAN,1149538739,1.0,0,0,0,0,0,1.0
256586-002,DGA-999102110-L,Centre de services partagés du Québec- Direction générale des acquisitions (DGACQ),Revendeurs secondaires pour le contrat Passeport Avantage IBM gouvernemental,G8 - Matériel et logiciel informatique,43230000,2009-01-26 00:00,Novipro,Montréal,QC,CAN,1145282845,1.0,0,0,0,0,0,1.0
256586-003,DGA-999102110-L,Centre de services partagés du Québec- Direction générale des acquisitions (DGACQ),Revendeurs secondaires pour le contrat Passeport Avantage IBM gouvernemental,G8 - Matériel et logiciel informatique,43230000,2009-01-26 00:00,Present Inc.,Sainte-Foy,QC,CAN,1142405654,1.0,0,0,0,0,0,1.0
257265-001,15-059P,Commission scolaire de Montréal,Service de déneigement de toitures,C03 - Autres travaux de construction,72101600,2009-02-03 00:00,Les Entreprises Cloutier & Gagnon (1988) Ltée,Montréal,QC,CAN,1143021229,65.0,0,0,0,0,0,65.0
257265-002,15-059P,Commission scolaire de Montréal,Service de déneigement de toitures,C03 - Autres travaux de construction,72101600,2009-02-03 00:00,Poulin et Bureau Inc.,Montréal,QC,CAN,1143122316,74.0,0,0,0,0,0,74.0
257265-003,15-059P,Commission scolaire de Montréal,Service de déneigement de toitures,C03 - Autres travaux de construction,72101600,2009-02-03 00:00,Toitures Couture & Associés Inc.,Longueuil,QC,CAN,1142274019,74.95,0,0,0,0,0,74.95
257912,AM-N-08-09-24,"Centre de santé et de services sociaux Ahuntsic et Montréal Nord, Hôpital Fleury",Équipement d'impression à fonction multiple,S18 - Location à bail / Location d'équipement,44101501,2009-04-06 00:00,Ricoh Canada,Montréal,QC,CAN,1140323792,285276.89,0,0,0,510288.32,0,795565.21
258876,6301-09-0901,"Ministère des Transports, de la Mobilité durable et de l'Électrification des transports (Direction des contrats de construction et de services)","Aménagement d'un carrefour giratoire, éclairage routier et feux clignotants sur la route 132 (New Richmond)",C03 - Autres travaux de construction,72190000,2009-03-02 00:00,Les Entreprises P.E.C. Inc.,Bonaventure,QC,CAN,1143996057,2692160.0,0,3405944.96,0,1200.0,0,3407144.96
259425-001,CSSSL-1130-2008,CSSS  de Laval,Instruments - Urologie et chirurgie générale,G21 - Fourniture et équipement médicaux et produits pharmaceutiques,42294200,2009-04-02 00:00,Medtronic,Brampton,ON,CAN,1149830540,3044.0,0,0,0,0,0,3044.0
259425-002,CSSSL-1130-2008,CSSS  de Laval,Instruments - Urologie et chirurgie générale,G21 - Fourniture et équipement médicaux et produits pharmaceutiques,42294200,2009-04-02 00:00,Teleflex Medical Canada Inc.,Markham,ON,CAN,1170156716,24109.8,0,0,0,0,0,24109.8
259425-003,CSSSL-1130-2008,CSSS  de Laval,Instruments - Urologie et chirurgie générale,G21 - Fourniture et équipement médicaux et produits pharmaceutiques,42294200,2009-04-02 00:00,Fibertech Canada ER. Inc,Mississauga,ON,CAN,,10130.0,0,0,0,0,0,10130.0
260413-001,105-165,CIUSSS DE L'ESTRIE-CHUS INSTALLATION HAUTE-YAMASKA,ENLÈVEMENT DES ORDURES,S5 - Services environnementaux,76121501,2009-02-24 00:00,R.C.I. Environnement  une division de WM Québec,Montréal,QC,CAN,,17975.0,0,0,0,0,0,17975.0
260413-002,105-165,CIUSSS DE L'ESTRIE-CHUS INSTALLATION HAUTE-YAMASKA,ENLÈVEMENT DES ORDURES,S5 - Services environnementaux,76121501,2009-02-24 00:00,Sani-Estrie Inc. ou Sani-Eco Inc.,Granby,QC,CAN,1160307428,88008.0,0,0,0,0,0,88008.0
260413-003,105-165,CIUSSS DE L'ESTRIE-CHUS INSTALLATION HAUTE-YAMASKA,ENLÈVEMENT DES ORDURES,S5 - Services environnementaux,76121501,2009-02-24 00:00,Services Matrec Inc...,Boucherville,QC,CAN,1162713870,17510.0,0,0,0,0,0,17510.0
260708-001,DGA-999102258-SA,Centre de services partagés du Québec- Direction générale des acquisitions (DGACQ),Travaux de préparation postale,"S17 - Services de transport, de voyage et de déménagement",78121500,2009-02-23 00:00,Groupe TAQ,Québec,QC,CAN,1143013473,328.0,0,0,0,0,0,328.0
260708-002,DGA-999102258-SA,Centre de services partagés du Québec- Direction générale des acquisitions (DGACQ),Travaux de préparation postale,"S17 - Services de transport, de voyage et de déménagement",78121500,2009-02-23 00:00,editons le telephonerouge 1992 inc,Sainte-Foy,QC,CAN,1163673685,398.0,0,0,0,0,0,398.0
260708-003,DGA-999102258-SA,Centre de services partagés du Québec- Direction générale des acquisitions (DGACQ),Travaux de préparation postale,"S17 - Services de transport, de voyage et de déménagement",78121500,2009-02-23 00:00,Poste Express,Québec,QC,CAN,,339.5,0,0,0,0,0,339.5
260999,25-1308P,Commission scolaire de Montréal / BDA,Réfection des joints de maçonnerie - École Chomedey-De Maisonneuve,C03 - Autres travaux de construction,72102508,2009-03-17 00:00,Restaurex inc.,Montréal,QC,CAN,,265200.0,0,265200.0,0,52915.0,0,318115.0
262514-001,DGA-999102222-S,Centre de services partagés du Québec- Direction générale des acquisitions (DGACQ),Réalisation d'une architecture détaillée pour la refonte du système SI-PQDCS,S4 - Traitement de l'information et services de télécommunications connexes,81111000,2009-03-20 00:00,CGI Inc.,Québec,QC,CAN,1160358728,76230.0,0,0,0,0,0,76230.0
262514-002,DGA-999102222-S,Centre de services partagés du Québec- Direction générale des acquisitions (DGACQ),Réalisation d'une architecture détaillée pour la refonte du système SI-PQDCS,S4 - Traitement de l'information et services de télécommunications connexes,81111000,2009-03-20 00:00,Effenti inc.,Lévis,QC,CAN,1149676778,25987.5,0,0,0,0,0,25987.5
262514-003,DGA-999102222-S,Centre de services partagés du Québec- Direction générale des acquisitions (DGACQ),Réalisation d'une architecture détaillée pour la refonte du système SI-PQDCS,S4 - Traitement de l'information et services de télécommunications connexes,81111000,2009-03-20 00:00,Samba Groupe-Conseil,Québec,QC,CAN,,43225.0,0,0,0,0,0,43225.0
262649,15-055P,Commission scolaire de Montréal,Entrepreneurs pour effectuer des travaux de réparation ou d'enlèvement de matériaux contenant de l'amiante et de calorifugeage (ré isolation),C03 - Autres travaux de construction,11101510,2009-04-28 00:00,Groupe Artec Environnement Inc..,Terrebonne,QC,CAN,,25000.0,0,71107.64,0,46107.64,0,117215.28
264862-001,2945,Centre intégré universitaire de santé et de services sociaux du Saguenay - Lac-Saint-Jean (Hôpital de Chicoutimi),Fournitures et accessoires pour Respirateurs ADU,G21 - Fourniture et équipement médicaux et produits pharmaceutiques,42272223,2009-06-12 00:00,BOMImed Inc.,Winnipeg,MB,CAN,1149251085,29519.68,0,0,0,0,0,29519.68
264862-002,2945,Centre intégré universitaire de santé et de services sociaux du Saguenay - Lac-Saint-Jean (Hôpital de Chicoutimi),Fournitures et accessoires pour Respirateurs ADU,G21 - Fourniture et équipement médicaux et produits pharmaceutiques,42272223,2009-06-12 00:00,CAREstream Medical Ltd,Langley,BC,CAN,1170887245,1327.04,0,0,0,0,0,1327.04
264862-003,2945,Centre intégré universitaire de santé et de services sociaux du Saguenay - Lac-Saint-Jean (Hôpital de Chicoutimi),Fournitures et accessoires pour Respirateurs ADU,G21 - Fourniture et équipement médicaux et produits pharmaceutiques,42272223,2009-06-12 00:00,GE Healthcare Information Technologies,Montréal,QC,CAN,,136271.46,0,0,0,0,0,136271.46
266055,168239-01,"SQI-Direction immobilière Abitibi-Témiscamingue, Nord-du-Québec",Caractérisation de l'amiante,S2 - Études spéciales et analyses - (pas R et D),11101510,2009-03-11 00:00,GHD Consultants Limitée,Montréal,QC,CAN,1171077796,39700.0,0,37390.0,0,0.0,0,37390.0
266255-001,400-0910,Groupe d'Approvisionnement en commun du Nord-Ouest du Québec secteur Abitibi-Témiscamingue,Entretien ménager (produits autres),G22 - Produits divers,47130000,2009-03-10 00:00,Norfil,Rouyn-Noranda,QC,CAN,,41705.29,0,0,0,0,0,41705.29
266255-002,400-0910,Groupe d'Approvisionnement en commun du Nord-Ouest du Québec secteur Abitibi-Témiscamingue,Entretien ménager (produits autres),G22 - Produits divers,47130000,2009-03-10 00:00,Ben Deshaies,Amos,QC,CAN,,1183.71,0,0,0,0,0,1183.71
266255-003,400-0910,Groupe d'Approvisionnement en commun du Nord-Ouest du Québec secteur Abitibi-Témiscamingue,Entretien ménager (produits autres),G22 - Produits divers,47130000,2009-03-10 00:00,Distribution Sogitex inc.,Val-d'Or,QC,CAN,,169016.06,0,0,0,0,0,169016.06
266838,8701-09-AC01,"Ministère des Transports, de la Mobilité durable et de l'Électrification des transports (Direction des contrats de construction et de services)","Étude d'impact sur l'environnement pour la reconstruction et l'élargissement de la route 201, MRC Beauharnois-Salaberry et Vaudreuil-Soulanges.",S5 - Services environnementaux,77101500,2009-05-25 00:00,Amenatech inc.,Sherbrooke,QC,CAN,1143023449,196525.0,196525.0,182610.61,0,0,0,182610.61
268081-001,P14080,Société de l'assurance automobile du Québec .,Réalisation de travaux en organisation du travail à la Direction générale du soutien aux opérations et à la planification,S4 - Traitement de l'information et services de télécommunications connexes,81110000,2009-03-13 00:00,R3D Conseil Inc.,Québec,QC,CAN,1145625696,1231790.0,0,0,0,0,0,1231790.0
268081-002,P14080,Société de l'assurance automobile du Québec .,Réalisation de travaux en organisation du travail à la Direction générale du soutien aux opérations et à la planification,S4 - Traitement de l'information et services de télécommunications connexes,81110000,2009-03-13 00:00,Fujitsu Canada (Réception des appels d'offres),Québec,QC,CAN,1143039486,1088523.0,0,0,0,0,0,1088523.0
268081-003,P14080,Société de l'assurance automobile du Québec .,Réalisation de travaux en organisation du travail à la Direction générale du soutien aux opérations et à la planification,S4 - Traitement de l'information et services de télécommunications connexes,81110000,2009-03-13 00:00,Société Conseil Groupe LGS,Québec,QC,CAN,1142691709,999500.0,0,0,0,0,0,999500.0
268420-001,2009-208-01-01,Groupe d'approvisionnement en commun de l'Est du Québec - Section Estrie,"COUVRE-CHAUSSURES, BONNETS, DÉBARBOUILLETES UNI-SERVICE",G21 - Fourniture et équipement médicaux et produits pharmaceutiques,42131611,2009-03-30 00:00,SOURCE MEDICALE,POINTE-CLAIRE,QC,CAN,,1784.0,0,0,0,0,0,1784.0
268420-002,2009-208-01-01,Groupe d'approvisionnement en commun de l'Est du Québec - Section Estrie,"COUVRE-CHAUSSURES, BONNETS, DÉBARBOUILLETES UNI-SERVICE",G21 - Fourniture et équipement médicaux et produits pharmaceutiques,42131611,2009-03-30 00:00,DUFORT & LAVIGNE LTEE,Montréal,QC,CAN,,6366.0,0,0,0,0,0,6366.0
268420-003,2009-208-01-01,Groupe d'approvisionnement en commun de l'Est du Québec - Section Estrie,"COUVRE-CHAUSSURES, BONNETS, DÉBARBOUILLETES UNI-SERVICE",G21 - Fourniture et équipement médicaux et produits pharmaceutiques,42131611,2009-03-30 00:00,DISMED INC. DE CASCADES,ANJOU,QC,CAN,,56018.0,0,0,0,0,0,56018.0
268931,08-090,Centre Hospitalier de l'Université de Montréal. CHUM,Services de main-d'oeuvre indépendante:  tuyauteurs ,"S9 - Entretien, réparation, modification, réfection et installation de biens et d'équipement",72102304,2009-03-26 00:00,Plomberie Richard Jubinville,Montréal,QC,CAN,1169178945,1665391.0,0,1941087.0,0,185000.0,0,2126087.0
269636-001,DGA-999102376-SA,Centre de services partagés du Québec- Direction générale des acquisitions (DGACQ),Prestations de services techniques,S13 - Services de soutien professionnel et administratif et services de soutien à la gestion,80111600,2009-03-31 00:00,Adecco,Montréal,QC,CAN,1165018293,63.63,0,0,0,0,0,63.63
269636-002,DGA-999102376-SA,Centre de services partagés du Québec- Direction générale des acquisitions (DGACQ),Prestations de services techniques,S13 - Services de soutien professionnel et administratif et services de soutien à la gestion,80111600,2009-03-31 00:00,CAPITAL RESSOURCES HUMAINES,Québec,QC,CAN,1162965504,72.12,0,0,0,0,0,72.12
269636-003,DGA-999102376-SA,Centre de services partagés du Québec- Direction générale des acquisitions (DGACQ),Prestations de services techniques,S13 - Services de soutien professionnel et administratif et services de soutien à la gestion,80111600,2009-03-31 00:00,Groupe Perspective.,Québec,QC,CAN,1163523625,61.6,0,0,0,0,0,61.6
272288,8503-07-0227,"Ministère des Transports, de la Mobilité durable et de l'Électrification des transports (Direction des contrats de construction et de services)","Rénovation de la station de pompage n° 31 (Notre-Dame-de-Grâce, Côte-des-Neiges et Montréal)",C03 - Autres travaux de construction,72190000,2009-05-04 00:00,"Groupe Hexagone, s.e.c..",Laval,QC,CAN,3365348633,2417000.0,0,2334502.87,2419502.87,0,0,2419502.87
273171-001,2962,Centre intégré universitaire de santé et de services sociaux du Saguenay - Lac-Saint-Jean (Hôpital de Chicoutimi),Aiguilles à biopsie et à ponction,G21 - Fourniture et équipement médicaux et produits pharmaceutiques,42142504,2009-04-23 00:00,Covidien Canada ULC,Pointe-Claire,QC,CAN,1168728104,19840.0,0,18011.07,0,0,0,18011.07
273171-002,2962,Centre intégré universitaire de santé et de services sociaux du Saguenay - Lac-Saint-Jean (Hôpital de Chicoutimi),Aiguilles à biopsie et à ponction,G21 - Fourniture et équipement médicaux et produits pharmaceutiques,42142504,2009-04-23 00:00,Inter V Medical,Montréal,QC,CAN,1169649143,13080.0,0,0,0,0,0,13080.0
273738-001,INSPQ-110,Institut national de santé publique du Québec.,Ressources informationnelles pour le projet d'adaptation et d'implantation du système de surveillance et de protection en maladies infectieuses,S2 - Études spéciales et analyses - (pas R et D),80111608,2009-03-02 00:00,CMI Groupe Conseil,Québec,QC,CAN,1161422770,337260.0,0,0,0,0,0,337260.0
273738-002,INSPQ-110,Institut national de santé publique du Québec.,Ressources informationnelles pour le projet d'adaptation et d'implantation du système de surveillance et de protection en maladies infectieuses,S2 - Études spéciales et analyses - (pas R et D),80111608,2009-03-02 00:00,Fujitsu Canada (Réception des appels d'offres),Québec,QC,CAN,1143039486,261030.0,0,0,0,0,0,261030.0
273738-003,INSPQ-110,Institut national de santé publique du Québec.,Ressources informationnelles pour le projet d'adaptation et d'implantation du système de surveillance et de protection en maladies infectieuses,S2 - Études spéciales et analyses - (pas R et D),80111608,2009-03-02 00:00,Société Conseil Groupe LGS,Québec,QC,CAN,1142691709,794750.0,0,0,0,0,0,794750.0
274063-001,8503-08-FA14_8503-09-FA01,"Ministère des Transports, de la Mobilité durable et de l'Électrification des transports (Direction des contrats de construction et de services)","Préparation étude d'opportunité, avant-projets, plans et devis pour réfection autoroute 40 à Montréal.",S3 - Services d'architecture et d'ingénierie,81200000,2009-06-11 00:00,Consortium Genivar/CIMA+/SNC-Lavalin,Montréal,QC,CAN,,3600000.0,0,924898.02,0,0,0,924898.02
274063-002,8503-08-FA14_8503-09-FA01,"Ministère des Transports, de la Mobilité durable et de l'Électrification des transports (Direction des contrats de construction et de services)","Préparation étude d'opportunité, avant-projets, plans et devis pour réfection autoroute 40 à Montréal.",S3 - Services d'architecture et d'ingénierie,81200000,2009-06-11 00:00,Consortium SM/Dessau/Séguin,Montréal,QC,CAN,,1800000.0,0,0,0,0,0,1800000.0
274137,2019-09-04,Commission Scolaire de la Pointe de L'Île,Écoles Saint-Octave et Jacques Rousseau - Remplacement chaudière,C03 - Autres travaux de construction,72000000,2009-04-22 00:00,Le Groupe Centco Inc.,Montréal,QC,CAN,,227000.0,0,0,0,47697.090000000004,0,274697.09
